name,rating,review_text,aspect1,aspect2,aspect3,idx,mecab_token,komoran_token,okt_token
복순도가,2,재구매 처음 복선도 가를 먹었을 때 너무 맛있어서 온라인으로 몇 번 주문해 먹었어요 날씨가 더워져서 그런지 맛이 많이 시큼해졌어요 ㅠㅠ부모님은 좋아하셔서 종종 보내드리고 저희는 날이 좀 선선해지면 다시 먹어볼게요,freshness,specific_flavor_smell,,140667,"['재', '구매', '처음', '복선', '가', '먹', '때', '너무', '맛있', '온라인', '몇', '번', '주문', '해', '먹', '날씨', '더워', '져서', '그런지', '맛', '많이', '시큼', '해졌', '부모', '좋', '하', '셔서', '종종', '보내', '드리', '저희', '날', '좀', '선선', '해', '지', '다시', '먹', '볼게요']","['재', '구매', '처음', '복선', '가', '먹', '때', '너무', '맛있', '온라인', '몇', '번', '주문', '먹', '날씨', '덥', '지', '그런지', '맛', '많이', '시큼', '지', '좋아하', '종종', '보내', '드리', '저희', '날', '좀', '선선', '지', '다시', '먹', '보']","['재구매', '처음', '복선', '도', '가를', '먹었을', '때', '너무', '맛있어서', '온라인', '으로', '몇', '번', '주문', '해', '먹었어요', '날씨', '가', '더워져서', '그런지', '맛', '이', '많이', '시큼해졌어요', '부모님', '은', '좋아하셔서', '종종', '보내', '드리고', '저희', '는', '날', '이', '좀', '선선해지면', '다시', '먹어', '볼게요']"
낙화곡주,3,한 달 사용기 남편은 서울 지평 좋아하는 데 비싸고 맛없는 거 샀다고 엄청 머라 머라,price,abstract_flavor_smell,,218999,"['한', '달', '사', '용기', '남편', '서울', '지평', '좋', '하', '데', '비싸', '맛없', '거', '샀', '엄청', '머', '머']","['한', '달', '사용', '이', '남편', '서울', '지평', '좋아하', '데', '비싸', '맛없', '거', '사', '엄청', '머', '이', '머', '이']","['한', '달', '사', '용기', '남편', '은', '서울', '지평', '좋아하는', '데', '비싸고', '맛없는', '거', '샀다고', '엄청', '머', '라', '머', '라']"
어떤하루 by녹동양조장,4,포장 꼼꼼합니다 가격이 저렴한 편은 아니에요,package,price,,106643,"['포장', '꼼꼼', '합니다', '가격', '저렴', '한', '편', '아니']","['포장', '꼼꼼', '가격', '저렴', '편', '아니']","['포장', '꼼꼼합니다', '가격', '이', '저렴한', '편', '은', '아니에요']"
와인코리아 샤토마니 와인 특별행사,3,한 달 사용기 가격 좋고 구성비 좋아요 다만 쫴 금액 맛이 있어,price,abstract_flavor_smell,,222805,"['한', '달', '사', '용기', '가격', '좋', '구성비', '좋', '금액', '맛', '있']","['한', '달', '사용', '이', '가격', '좋', '구성비', '좋', '금액', '맛', '있']","['한', '달', '사', '용기', '가격', '좋고', '구', '성비', '좋아요', '다만', '쫴', '금액', '맛', '이', '있어']"
술샘,3,BEST 개인적으로 일반 막걸리 생각하고 사면별로 고요 고급 사케 느낌 약간 쓴 술을 못 먹어서 맥주나 막걸리 같은 술 드시는 분들께는 비추고 소주 같은 거 좋아하시는 분들은 좋아하실 듯해요,none,,,137747,"['BEST', '개인', '일반', '막걸리', '생각', '사면', '고요', '고급', '사', '느낌', '약간', '쓴', '술', '못', '먹', '맥주', '막걸리', '같', '술', '드', '분', '비추', '소주', '같', '거', '좋', '하', '분', '좋', '하', '실', '듯', '해요']","['BEST', '개인', '일반', '막걸리', '생각', '사면', '고요', '고급', '사', '느낌', '약간', '쓰', '술', '못', '먹', '맥주', '막걸리', '같', '술', '들', '분', '비추', '소주', '같', '거', '좋아하', '분', '좋아하', '듯']","['BEST', '개인', '적', '으로', '일반', '막걸리', '생각', '하고', '사면', '별로', '고요', '고급', '사케', '느낌', '약간', '쓴', '술', '을', '못', '먹어서', '맥주', '나', '막걸리', '같은', '술', '드시는', '분', '들께는', '비추고', '소주', '같은', '거', '좋아하시는', '분', '들', '은', '좋아하실', '듯', '해요']"
유청길명인 부산금정산성막걸리,1,택배가 문제인 건지 포장이 문제인 건지는 몰라도 댓글 보니 발효가 너무 돼서 술맛이 변했다는 글이 많아서 걱정했는데 그 걱정이 현실이 더군요 막걸리 색깔도 회색빛에 가깝고 맛은 뒷맛이 쓴맛이 나고 제가 먹었던 금정산성 막걸리가 아니네요 돈만 버렸어요 택배로 막걸리를 판매하려면 맛이 변하지 앓도록 개선을 해야 할 것 같네요,freshness,,,128182,"['택배', '문제', '인', '건지', '포장', '문제', '인', '건지', '몰라도', '댓글', '보', '발효', '너무', '돼서', '술맛', '변했', '글', '많', '걱정', '했', '그', '걱정', '현실', '더', '군요', '막걸리', '색깔', '회색빛', '가깝', '맛', '뒷맛', '쓴', '맛', '나', '제', '먹', '금정산성', '막걸리', '아니', '돈', '버렸', '택배', '막걸리', '판매', '맛', '변하', '앓', '개선', '해야', '할', '것', '같']","['택배', '문제', '이', '걸', '포장', '문제', '이', '건지', '모르', '댓글', '보니', '발효', '너무', '되', '술', '맛', '변하', '글', '많', '걱정', '그', '걱정', '현실', '막걸리', '색깔', '회색빛', '가깝', '맛', '뒷맛', '쓴맛', '나', '제가', '먹', '금정산성', '막걸리', '아니', '돈', '버리', '택배', '막걸리', '판매', '맛', '변하', '앓', '개선', '하', '하', '것', '같']","['택배', '가', '문제', '인', '건지', '포장', '이', '문제', '인', '건지는', '몰라도', '댓글', '보니', '발효', '가', '너무', '돼서', '술맛', '이', '변했다는', '글', '이', '많아서', '걱정', '했는데', '그', '걱정', '이', '현실', '이', '더군요', '막걸리', '색깔', '도', '회색', '빛', '에', '가깝고', '맛', '은', '뒷맛', '이', '쓴맛', '이', '나고', '제', '가', '먹었던', '금정산성', '막걸리', '가', '아니네요', '돈', '만', '버렸어요', '택배', '로', '막걸리', '를', '판매', '하려면', '맛', '이', '변하지', '앓도록', '개선', '을', '해야', '할', '것', '같네요']"
백운주가,2,생각보다 너무 인위적인 향과 맛이어서 제 취향이 아니네요 이렇게 달 거면 복분자의 함량을 높여서 자연적인 맛이 나면 더 좋았을 것 같아요 평소 보해 복분자 주도 좋아하며 좀 더 가볍게 마실 수 있을 거라 생각하며 주문했는데 아니네요 ㅠㅠ복분자이 함량으로 쭉 갈 거면 차라리도 수 낮추고 탄산 들어가면 더 대중적일 것 같아요,abstract_flavor_smell,specific_flavor_smell,,196807,"['생각', '너무', '인위', '인', '향', '맛', '이', '제', '취향', '아니', '이렇게', '달', '거', '면', '복분자', '함량', '높여서', '자연', '인', '맛', '나', '더', '좋', '것', '같', '평소', '보해', '복분자', '주도', '좋', '하', '좀', '더', '가볍', '마실', '수', '있', '거', '라', '생각', '주문', '했', '아니', '함량', '쭉', '갈', '거', '면', '차라리', '수', '낮추', '탄산', '들어가', '더', '대중', '일', '것', '같']","['생각', '너무', '인위', '이', '향', '맛', '이', '제', '취향', '아니', '이렇', '달', '거', '이', '복', '분자', '함량', '높', '자연', '이', '맛', '나', '더', '좋', '것', '같', '평소', '보해', '복', '분자', '주도', '좋아하', '좀', '더', '가볍', '마시', '수', '있', '걸', '생각', '주문', '아니', '함량', '쭉', '가', '거', '이', '차라리', '수', '낮추', '탄산', '들어가', '더', '대중', '이', '것', '같']","['생각', '보다', '너무', '인위', '적', '인', '향', '과', '맛', '이어서', '제', '취향', '이', '아니네요', '이렇게', '달', '거', '면', '복분자', '의', '함량', '을', '높여서', '자연', '적', '인', '맛', '이', '나면', '더', '좋았을', '것', '같아요', '평소', '보해', '복분자', '주도', '좋아하며', '좀', '더', '가볍게', '마실', '수', '있을', '거', '라', '생각', '하며', '주문', '했는데', '아니네요', '복분자', '이', '함량', '으로', '쭉', '갈', '거', '면', '차라리', '도', '수', '낮추고', '탄산', '들어가면', '더', '대중', '적', '일', '것', '같아요']"
내장산복분자 영농조합법인,3,한 달 사용기 그냥 평범한 제품입니다,none,,,209712,"['한', '달', '사용', '그냥', '평범', '한', '제품', '입니다']","['한', '달', '사용', '이', '그냥', '평범', '제품', '이']","['한', '달', '사', '용기', '그냥', '평범한', '제품', '입니다']"
복순도가,2,탄산이 들어가서 별로였네요 탄산이 들어가니 맛도 별로였어요,specific_flavor_smell,,,42991,"['탄산', '들어가', '별로', '였', '탄산', '들어가', '맛', '별로', '였어요']","['탄산', '들어가', '별로', '이', '탄산', '들어가', '맛', '별로', '이']","['탄산', '이', '들어가서', '별로', '였네요', '탄산', '이', '들어가니', '맛', '도', '별로', '였어요']"
한강주조,3,2번째 만에 성공하긴 했어요 부드럽긴 한데 며칠 지나고 숙성해서 먹어도 탄산이 1도 없어요 제 스탈은 아니네요,abstract_flavor_smell,specific_flavor_smell,,53655,"['2', '번', '만', '성공', '긴', '했', '부드럽', '긴', '한데', '며칠', '지나', '숙성', '해서', '먹', '탄산', '1', '도', '없', '제', '스탈', '아니']","['2', '번', '만', '성공', '하', '부드럽', '하', '며칠', '지나', '숙성', '해서', '먹', '탄산', '1', '없', '제', '스탈', '아니']","['2', '번째', '만에', '성공하긴', '했어요', '부드럽긴', '한데', '며칠', '지나고', '숙성해서', '먹어도', '탄산', '이', '1', '도', '없어요', '제', '스탈', '은', '아니네요']"
술샘,2,호불호 있는 맛이에요,abstract_flavor_smell,,,188277,"['호불호', '있', '맛', '이']","['호', '불', '호', '있', '맛', '이']","['호불호', '있는', '맛', '이에요']"
유청길명인 부산금정산성막걸리,2,재구매 예전 이랑 많이 다르다고 하시네요,none,,,141972,"['재', '구매', '예전', '이랑', '많이', '다르', '하']","['재', '구매', '예전', '이랑', '많이', '다르', '하']","['재구매', '예전', '이랑', '많이', '다르다고', '하시네요']"
댄싱사이더 컴퍼니,3,요새로 제 먹어봤는데 제가 생각한 것보다는 덜 달아서 아쉬웠어요 ㅎㅎ,specific_flavor_smell,,,161497,"['요새', '제', '먹', '봤', '제', '생각', '한', '것', '덜', '달', '아쉬웠']","['요새', '제', '먹', '보', '제가', '생각', '것', '덜', '달', '아쉽']","['요새', '로', '제', '먹어', '봤는데', '제', '가', '생각', '한', '것', '보다는', '덜', '달아서', '아쉬웠어요']"
낙화곡주,1,띵콩 막걸리가 땅콩 맛이 안 나요,specific_flavor_smell,,,211436,"['띵', '콩', '막걸리', '땅콩', '맛', '안', '나']","['막걸리', '땅콩', '맛', '안', '나']","['띵콩', '막걸리', '가', '땅콩', '맛', '이', '안', '나요']"
와인코리아 샤토마니 와인 특별행사,5,기대 이상 너무 좋아요 맛도 딱임,abstract_flavor_smell,,,222825,"['기대', '이상', '너무', '좋', '맛', '딱', '임']","['기대', '이상', '너무', '좋', '맛', '딱', '이']","['기대', '이상', '너무', '좋아요', '맛', '도', '딱임']"
회곡양조장,1,재구매 42도 32도 22도 22도 종류별로 2박스를 주문했는데 맘대로 42도 두 개 22도 두 개 32도 두 개 22도 두 개로 나눠서 보내셨네요 설 선물로 골고루 드셔보라고 한 건데 임의대로 섞어주시면 어쩌나요 포장 문제 때문에 재구매는 못하겠네요 더 보기,package,,,266941,"['재', '구매', '42', '도', '32', '도', '22', '도', '22', '도', '종류', '2', '박스', '주문', '했', '맘대로', '42', '도', '두', '개', '22', '도', '두', '개', '32', '도', '두', '개', '22', '도', '두', '개', '나눠서', '보내', '셨', '설', '선물', '골고루', '드셔', '보', '한', '건데', '임의', '섞', '주', '어쩌', '포장', '문제', '때문', '재', '구매', '못하', '더', '보']","['재', '구매', '42', '32', '22', '22', '종류', '2', '박스', '주문', '맘대로', '42', '두', '개', '22', '두', '개', '32', '두', '개', '22', '두', '개', '나누', '보내', '설', '선물', '골고루', '드', '시', '보', '한', '걸', '임의', '섞', '주', '어쩌', '포장', '문제', '때문', '재', '구매', '못하', '더', '보']","['재구매', '42', '도', '32', '도', '22', '도', '22', '도', '종류', '별로', '2', '박스', '를', '주문', '했는데', '맘대로', '42', '도', '두', '개', '22', '도', '두', '개', '32', '도', '두', '개', '22', '도', '두', '개', '로', '나눠서', '보내셨네요', '설', '선물', '로', '골고루', '드셔', '보라', '고', '한', '건데', '임의', '대로', '섞어주시면', '어쩌나', '요', '포장', '문제', '때문', '에', '재구', '매는', '못', '하겠네요', '더', '보기']"
복순도가,4,선물하려고 샀고 탄산이 센 편이라 막걸리 느낌보단 정말 샴페인 같아요,specific_flavor_smell,,,140198,"['선물', '샀', '탄산', '센', '편', '이', '막걸리', '느낌', '보단', '정말', '샴페인', '같']","['선물', '사', '탄산', '세', '편', '이', '막걸리', '느낌', '정말', '샴페인', '같']","['선물', '하려고', '샀고', '탄산', '이', '센', '편이', '라', '막걸리', '느낌', '보단', '정말', '샴페인', '같아요']"
배상면주가 포천LB,5,재구매 정기배송을 생각해봐야겠어요,delivery,,,30007,"['재', '구매', '정기', '배송', '생각', '해봐야']","['재', '구매', '정기', '배', '송', '생각', '보', '하']","['재구매', '정기', '배송', '을', '생각', '해봐야겠어요']"
솔송주 명가원,4,목 넘김은 좋은데 정말 기대했던 솔향은 아니네요 솔향을 모르고 먹을 정도,abstract_flavor_smell,specific_flavor_smell,,176136,"['목', '넘김', '좋', '정말', '기대', '했', '솔', '향', '아니', '솔', '향', '모르', '먹', '정도']","['목', '넘기', '좋', '정말', '기대', '솔', '향', '아니', '솔', '향', '모르', '먹', '정도']","['목', '넘김', '은', '좋은데', '정말', '기대했던', '솔향', '은', '아니네요', '솔향', '을', '모르고', '먹을', '정도']"
복순도가,3,오래전에 마셔보고 너무 좋았던 기억이 있어 주문했는데 그 사이 대중적으로 접근하다 보니 맛이 조금 자극적으로 변한 부분이 있는 것 같네요 요즘 입맛에 막걸리에 합성감미료를 쓰지 않고 만드는 건 불가능할까요,abstract_flavor_smell,,,15485,"['오래', '전', '마셔', '보', '너무', '좋', '기억', '있', '주문', '했', '그', '사이', '대중', '접근', '보', '맛', '조금', '자극', '변한', '부분', '있', '것', '같', '요즘', '입맛', '막걸리', '합성', '감미료', '쓰', '않', '만드', '건', '불', '가능', '할까요']","['오래전', '마시', '보', '너무', '좋', '기억', '있', '주문', '그', '사이', '대중', '접근', '보니', '맛', '조금', '자극', '변하', '부분', '있', '것', '같', '요즘', '입맛', '막걸리', '합성', '감미료', '쓰', '않', '만들', '건', '불', '가능']","['오래전', '에', '마셔', '보고', '너무', '좋았던', '기억', '이', '있어', '주문', '했는데', '그', '사이', '대중', '적', '으로', '접근', '하다', '보니', '맛', '이', '조금', '자극', '적', '으로', '변한', '부분', '이', '있는', '것', '같네요', '요즘', '입맛', '에', '막걸리', '에', '합성', '감미료', '를', '쓰지', '않고', '만드는', '건', '불가능할까', '요']"
복순도가,5,지인에게 선물했습니다 좋아하셨어요,none,,,192955,"['지인', '선물', '했', '좋', '하', '셨']","['지인', '선물', '좋아하']","['지인', '에게', '선물', '했습니다', '좋아하셨어요']"
고창명산품복분자주,2,구매 평보고 구매했는데 복분자 맛은 약하고 첨가물 확인을 안 하고 구매한 게 실수한 것 같아요 단맛이 많이 거슬리네요,specific_flavor_smell,,,73332,"['구매', '평보', '고', '구매', '했', '복분자', '맛', '약하', '첨가물', '확인', '안', '하', '구매', '한', '게', '실수', '한', '것', '같', '단맛', '많이', '거슬리']","['구매', '평', '구매', '복', '분자', '맛', '약하', '첨가', '물', '확인', '안', '하', '구매', '게', '실수', '것', '같', '단맛', '많이', '거슬리']","['구매', '평보', '고', '구매', '했는데', '복분자', '맛', '은', '약하고', '첨가', '물', '확인', '을', '안', '하고', '구매', '한', '게', '실수', '한', '것', '같아요', '단맛', '이', '많이', '거슬리네요']"
김창수 금산인삼주,4,빠른 배송 병에 적힌 날짜는 제조일 자겠죠,delivery,,,172931,"['빠른', '배송', '병', '적힌', '날짜', '제조', '일', '자', '겠']","['빠르', '배', '송', '병', '적히', '날짜', '제조', '이', '자']","['빠른', '배송', '병', '에', '적힌', '날짜', '는', '제', '조일', '자겠죠']"
와인코리아 샤토마니 와인 특별행사,3,빠른 배송에 만족합니다,delivery,,,267519,"['빠른', '배송', '만족', '합니다']","['빠르', '배', '송', '만족']","['빠른', '배송', '에', '만족합니다']"
배상면주가 포천LB,5,두 번째 주문입니다 정말 목 넘김 부드럽고 맛있습니다,abstract_flavor_smell,,,27806,"['두', '번', '주문', '입니다', '정말', '목', '넘김', '부드럽', '맛있']","['두', '번', '주문', '이', '정말', '목', '넘기', '부드럽', '맛있']","['두', '번째', '주문', '입니다', '정말', '목', '넘김', '부드럽고', '맛있습니다']"
고창선운산복분자주,2,한 달 사용기 지인 이 직접 담은 복분자 먹고 구매해봤어요 교회에서 먹는 포도주 맛 같네요 먼 가 달지 않고 소주 맛이 강해요 그리고 복분자 향이 너무 연하네요 이건 진짜 담은 복분자 먹고 먹어서 그런 거 같아요 사 먹어본 거에 익숙하시다면 괜찮을 듯,specific_flavor_smell,,,78696,"['한', '달', '사', '용기', '지인', '이', '직접', '담', '복분자', '먹', '구매', '해', '봤', '교회', '먹', '포도주', '맛', '같', '먼', '가', '달', '않', '소주', '맛', '강해요', '복분자', '향', '너무', '연하', '이건', '진짜', '담', '복분자', '먹', '먹', '그런', '거', '같', '사', '먹', '본', '거', '익숙', '괜찮', '듯']","['한', '달', '사용', '이', '지인', '이', '직접', '담', '복', '분자', '먹', '구매', '보', '교회', '먹', '포도주', '맛', '같', '멀', '가', '달', '않', '소주', '맛', '강하', '복', '분자', '향', '너무', '연하', '이건', '진짜', '담', '복', '분자', '먹', '먹', '그런', '거', '같', '사', '먹', '보', '거', '익숙', '괜찮', '듯']","['한', '달', '사', '용기', '지인', '이', '직접', '담은', '복분자', '먹고', '구매', '해봤어요', '교회', '에서', '먹는', '포도주', '맛', '같네요', '먼', '가', '달', '지', '않고', '소주', '맛', '이', '강해요', '그리고', '복분자', '향', '이', '너무', '연하네요', '이건', '진짜', '담은', '복분자', '먹고', '먹어서', '그런', '거', '같아요', '사', '먹어', '본', '거', '에', '익숙하시다면', '괜찮을', '듯']"
내장산복분자 영농조합법인,4,아주 잘 마셨네요 다음에도 주문하겠습니다,none,,,209693,"['아주', '잘', '마셨', '다음', '주문']","['아주', '잘', '마시', '다음', '주문']","['아주', '잘', '마셨네요', '다음', '에도', '주문', '하겠습니다']"
배혜정도가,2,포장 너무 실망했어요 여름이고 온도 유지해주시려고 아이스박스에 아이스팩 넣어서 보내주신 것 같은데 밑면이 다 뜯어져서 들다가 우두두두 쏟았네요 ㅡㅡ 어디서부터 잘못된 건지 택배 운반 과정에서 부서진 것 같은데 테이핑을 좀 신경 써서 전체 척으로 한 번만 더해주셨으면 좋았을 텐데 아쉬운 부분이 많네요 그리고 6병이나 주문했는데 이 더운 날에 작은 아이스팩 2개밖에 없어 미지근해져 있는 상태로 배송이라 많이 아쉽네요 같은 날 배달된 냉동식품은 하나도 녹지 않고 배송이 되어 서 비교가 되었네요 맛은 개인마다 차이가 있을 것 같아 리뷰하지 않겠습니다 이렇게 리뷰 길게 쓴 적은 처음인데 그만큼 포장 부분이 너무 아쉬워서요 이렇게 상품 받은 게 진짜 손에 꼽힐 정도인데 너무 포장 부분이 실망입니다ㅠㅠ더 보기,package,,,224529,"['포장', '너무', '실망', '했', '여름', '이', '온도', '유지', '해', '주', '아이스박스', '아이스', '팩', '넣', '보내', '주', '신', '것', '같', '밑면', '다', '뜯', '져서', '들', '우두', '두두', '쏟', '어디', '잘못', '된', '건지', '택배', '운반', '과정', '부서진', '것', '같', '테이핑', '좀', '신경', '써서', '전체', '척', '한', '번', '더', '해', '주', '셨', '좋', '텐데', '아쉬운', '부분', '많', '6', '병', '주문', '했', '이', '더운', '날', '작', '아이스', '팩', '2', '개', '없', '미지근', '해져', '있', '상태', '배송', '이', '많이', '아쉽', '같', '날', '배달', '된', '냉동식품', '하나', '녹', '않', '배송', '되', '서', '비교', '되', '맛', '개인', '차이', '있', '것', '같', '리뷰', '하', '않', '이렇게', '리뷰', '길', '쓴', '적', '처음', '인데', '그만큼', '포장', '부분', '너무', '아쉬워서', '이렇게', '상품', '받', '게', '진짜', '손', '꼽힐', '정도', '인데', '너무', '포장', '부분', '실망', '입니다', '보']","['포장', '너무', '실망', '여름', '이', '온도', '유지', '주', '아이스박스', '아이스', '팩', '넣', '보내', '주', '것', '같', '밑', '면', '다', '뜯', '지', '들', '우두', '두두', '쏟', '어디', '잘못', '걸', '택배', '운반', '과정', '부서지', '것', '같', '테이', '핑', '좀', '신경', '쓰', '전체', '척', '한', '번', '더하', '주', '좋', '텐', '데', '아쉽', '부분', '많', '6', '병', '주문', '이', '덥', '날', '작', '아이스', '팩', '2', '개', '없', '미지근', '지', '있', '상태', '배', '송이', '이', '많이', '아쉽', '같', '날', '배달', '냉동식품', '하나', '녹지', '않', '배', '송이', '되', '서', '비교', '되', '맛', '개인', '차이', '있', '것', '같', '리뷰', '않', '이렇', '리뷰', '길', '쓰', '적', '처음', '이', '그만큼', '포장', '부분', '너무', '아쉽', '이렇', '상품', '받', '게', '진짜', '손', '꼽히', '정도', '이', '너무', '포장', '부분', '보']","['포장', '너무', '실망했어요', '여름', '이고', '온도', '유지', '해주시려고', '아이스박스', '에', '아이스팩', '넣어서', '보내주신', '것', '같은데', '밑면', '이', '다', '뜯어져서', '들다가', '우두', '두두', '쏟았네요', '어디서', '부터', '잘', '못', '된', '건지', '택배', '운반', '과정', '에서', '부서진', '것', '같은데', '테이핑', '을', '좀', '신경', '써서', '전체', '척', '으로', '한', '번만', '더', '해주셨으면', '좋았을', '텐데', '아쉬운', '부분', '이', '많네요', '그리고', '6', '병', '이나', '주문', '했는데', '이', '더운', '날', '에', '작은', '아이스팩', '2', '개', '밖에', '없어', '미지근해져', '있는', '상태', '로', '배송', '이라', '많이', '아쉽네요', '같은', '날', '배달', '된', '냉동식품', '은', '하나', '도', '녹지', '않고', '배송', '이', '되어', '서', '비교', '가', '되었네요', '맛', '은', '개인', '마다', '차이', '가', '있을', '것', '같아', '리뷰', '하지', '않겠습니다', '이렇게', '리뷰', '길게', '쓴', '적은', '처음', '인데', '그만큼', '포장', '부분', '이', '너무', '아쉬워서요', '이렇게', '상품', '받은', '게', '진짜', '손', '에', '꼽힐', '정도', '인데', '너무', '포장', '부분', '이', '실망', '입니다', '더', '보기']"
한강주조,2,탄산도 단맛도 없고 그냥 쌀 뜬 물 진한 맛이에요 엄청 기다리고 가격도 비싸고 ㅠ 제 입맛엔 다른 막걸리 맛있는 게 더 많아요,specific_flavor_smell,price,,101067,"['탄산', '단맛', '없', '그냥', '쌀', '뜬', '물', '진한', '맛', '이', '엄청', '기다리', '가격', '비싸', '제', '입맛', '엔', '다른', '막걸리', '맛있', '게', '더', '많']","['탄산', '단맛', '없', '그냥', '쌀', '뜨', '물', '진한', '맛', '이', '엄청', '기다리', '가격', '비싸', '제', '입맛', '다른', '막걸리', '맛있', '게', '더', '많']","['탄산', '도', '단맛', '도', '없고', '그냥', '쌀', '뜬', '물', '진한', '맛', '이에요', '엄청', '기다리고', '가격', '도', '비싸고', '제', '입맛', '엔', '다른', '막걸리', '맛있는', '게', '더', '많아요']"
문경주조,1,냉동 팩도 없이 그냥 배달 맛도 없고 심지어 아스타 팜 들어갔음 실망이 고문경주조 다신 안 먹습니다,package,abstract_flavor_smell,,232330,"['냉동', '팩', '없이', '그냥', '배달', '맛', '없', '심지어', '아스타', '팜', '들어갔', '실망', '이', '문경', '주조', '다신', '안', '먹']","['냉동', '팩', '없이', '그냥', '배달', '맛', '없', '심지어', '아', '스타', '파', '들어가', '실망', '고문', '경주', '조', '다시', '안', '먹']","['냉동', '팩', '도', '없이', '그냥', '배달', '맛', '도', '없고', '심지어', '아스타', '팜', '들어갔음', '실망', '이', '고', '문', '경주', '조', '다신', '안', '먹습니다']"
264 청포도 와인,4,차게 해서 마시면 마실만합니다 우리나라와 인이라 300원 정도를 지불하고 마셨지 사실 삼만 원이면 더 괜찮은 화이트 와인을 구해 마실 수 있습니다 더 많은 발전을 기원합니다,price,,,208504,"['차', '해서', '마시', '마실', '만', '합니다', '우리', '나라', '인', '이', '300', '원', '정도', '지불', '마셨', '사실', '삼', '만', '원', '이', '더', '괜찮', '화이트', '와인', '구해', '마실', '수', '있', '더', '많', '발전', '기원', '합니다']","['차', '하', '마시', '마시', '만', '우리나라', '인', '이', '300', '원', '정도', '지불', '마시', '사실', '삼만', '원', '이', '더', '괜찮', '화이트', '와인', '구하', '마시', '수', '있', '더', '많', '발전', '기원']","['차게', '해서', '마시면', '마실만', '합니다', '우리나라', '와', '인', '이라', '300원', '정도', '를', '지불', '하고', '마셨지', '사실', '삼만', '원', '이면', '더', '괜찮은', '화이트', '와인', '을', '구해', '마실', '수', '있습니다', '더', '많은', '발전', '을', '기원', '합니다']"
댄싱사이더 컴퍼니,2,음에 배송은 빨랐어요 포장도 나쁘지 않았고요 ㅎㅎ 근데 맛은 호불호가 굉장히 갈릴 듯합니다 김빠진 샴페인 혹은 김빠진 과일 맥주 같은 느낌 단맛도 거의 없고 톡 쏘는 맛도 거의 없다시피 하고 흔히 생각하는 사이다하고는 전혀 다른 듯 제가 버드 xxx를 즐겨 마셔서 그런지 솔직히 2란 음료수처럼 맹숭맹숭한 느낌인 듯 근데 먹고 나니 술기운은 도네요 그냥저냥 부드럽게 드실 분들은 좋아하실지도 모르겠네요,specific_flavor_smell,abstract_flavor_smell,,246154,"['음', '배송', '빨랐', '포장', '나쁘', '않', '맛', '호불호', '굉장히', '갈릴', '듯', '합니다', '김빠진', '샴페인', '김빠진', '과일', '맥주', '같', '느낌', '단맛', '거의', '없', '톡', '쏘', '맛', '거의', '없', '하', '흔히', '생각', '사이다', '전혀', '다른', '듯', '제', '버드', 'xxx', '즐겨', '마셔서', '그런지', '솔직히', '2', '란', '음료수', '맹숭맹숭한', '느낌', '인', '듯', '먹', '나', '술기운', '도네', '요', '그냥저냥', '부드럽', '드실', '분', '좋', '하', '실지', '모르']","['음', '배', '송', '빠르', '포장', '나쁘', '않', '맛', '호', '불', '호가', '굉장히', '갈리', '듯', '김빠지', '샴페인', '김빠지', '과일', '맥주', '같', '느낌', '단맛', '거의', '없', '톡', '쏘', '맛', '거의', '없', '하', '흔히', '생각', '사이다', '전혀', '다른', '듯', '제가', '버드', 'xxx', '즐기', '마시', '그런지', '솔직히', '2', '란', '음료수', '맹숭맹숭', '느낌', '이', '듯', '먹', '나니', '술기운', '돌', '그냥저냥', '부드럽', '들', '분', '좋아하', '모르']","['음', '에', '배송', '은', '빨랐어요', '포장', '도', '나쁘지', '않았고요', '근데', '맛', '은', '호불호', '가', '굉장히', '갈릴', '듯', '합니다', '김', '빠진', '샴페인', '혹은', '김', '빠진', '과일', '맥주', '같은', '느낌', '단맛', '도', '거의', '없고', '톡', '쏘는', '맛', '도', '거의', '없다시피', '하고', '흔히', '생각', '하는', '사이다', '하고는', '전혀', '다른', '듯', '제', '가', '버드', 'xxx', '를', '즐겨', '마셔서', '그런지', '솔직히', '2', '란', '음료수', '처럼', '맹숭맹숭', '한', '느낌', '인', '듯', '근데', '먹고', '나니', '술', '기운', '은', '도', '네', '요', '그냥', '저', '냥', '부드럽게', '드실', '분', '들', '은', '좋아하실지도', '모르겠네요']"
술도가제주바당,1,향만 제 입맛에는 좀,abstract_flavor_smell,,,251105,"['향', '제', '입맛', '좀']","['향', '제', '입맛', '좀']","['향', '만', '제', '입맛', '에는', '좀']"
고창명산품복분자주,2,한 달 사용기제 입맛에 안 맞아요 조금 더 알코올 도수가 높고 달 착한 게 좋아요,abv,abstract_flavor_smell,,72181,"['한', '달', '사용', '기제', '입맛', '안', '맞', '조금', '더', '알코올', '도수', '높', '달', '착한', '게', '좋']","['한', '달', '사용', '기제', '입맛', '안', '맞', '조금', '더', '알코올', '도수', '높', '달', '착하', '게', '좋']","['한', '달', '사용', '기제', '입맛', '에', '안', '맞아요', '조금', '더', '알코올', '도수', '가', '높고', '달', '착한', '게', '좋아요']"
고창선운산복분자주,2,좀 많이 달아서 좀 아쉽네요,specific_flavor_smell,,,76072,"['좀', '많이', '달', '좀', '아쉽']","['좀', '많이', '달', '좀', '아쉽']","['좀', '많이', '달아서', '좀', '아쉽네요']"
